sample_id,cohort,source_stem,parent_group_id,tile_index_zyx,split,image_path,mask_path,swc_path,image_size_bytes,mask_size_bytes,swc_size_bytes,eligible,skip_reason,optional_auxiliary_notes
raw-analysis__fMOST_0_5_7_0_0_10_0000_01_02,raw-analysis,fMOST_0_5_7_0_0_10_0000_01_02,fMOST_0_5_7_0_0_10,"(0, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0000_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0000_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0000_01_02.swc,1502337,1299584,309788,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0000_02_00,raw-analysis,fMOST_0_5_7_0_0_10_0000_02_00,fMOST_0_5_7_0_0_10,"(0, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0000_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0000_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0000_02_00.swc,2015849,1820537,486421,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0000_02_01,raw-analysis,fMOST_0_5_7_0_0_10_0000_02_01,fMOST_0_5_7_0_0_10,"(0, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0000_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0000_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0000_02_01.swc,1859152,1800521,459006,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0000_02_02,raw-analysis,fMOST_0_5_7_0_0_10_0000_02_02,fMOST_0_5_7_0_0_10,"(0, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0000_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0000_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0000_02_02.swc,1626034,1665641,364684,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_00_00,raw-analysis,fMOST_0_5_7_0_0_10_0001_00_00,fMOST_0_5_7_0_0_10,"(1, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_00_00.swc,1777953,1886034,450455,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_00_01,raw-analysis,fMOST_0_5_7_0_0_10_0001_00_01,fMOST_0_5_7_0_0_10,"(1, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_00_01.swc,1815447,1751309,409546,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_00_02,raw-analysis,fMOST_0_5_7_0_0_10_0001_00_02,fMOST_0_5_7_0_0_10,"(1, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_00_02.swc,1630745,1494665,305039,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_01_00,raw-analysis,fMOST_0_5_7_0_0_10_0001_01_00,fMOST_0_5_7_0_0_10,"(1, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_01_00.swc,1657690,1548622,362198,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_01_01,raw-analysis,fMOST_0_5_7_0_0_10_0001_01_01,fMOST_0_5_7_0_0_10,"(1, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_01_01.swc,1629563,1690364,406023,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_01_02,raw-analysis,fMOST_0_5_7_0_0_10_0001_01_02,fMOST_0_5_7_0_0_10,"(1, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_01_02.swc,1765675,1754633,431852,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_02_00,raw-analysis,fMOST_0_5_7_0_0_10_0001_02_00,fMOST_0_5_7_0_0_10,"(1, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_02_00.swc,1570439,1394928,338493,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_02_01,raw-analysis,fMOST_0_5_7_0_0_10_0001_02_01,fMOST_0_5_7_0_0_10,"(1, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_02_01.swc,1531783,1397668,345622,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0001_02_02,raw-analysis,fMOST_0_5_7_0_0_10_0001_02_02,fMOST_0_5_7_0_0_10,"(1, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0001_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0001_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0001_02_02.swc,1606711,1615020,407901,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_00_00,raw-analysis,fMOST_0_5_7_0_0_10_0002_00_00,fMOST_0_5_7_0_0_10,"(2, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_00_00.swc,1627990,1713280,468967,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_00_01,raw-analysis,fMOST_0_5_7_0_0_10_0002_00_01,fMOST_0_5_7_0_0_10,"(2, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_00_01.swc,1569630,1582264,401069,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_00_02,raw-analysis,fMOST_0_5_7_0_0_10_0002_00_02,fMOST_0_5_7_0_0_10,"(2, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_00_02.swc,1566975,1570458,390549,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_01_00,raw-analysis,fMOST_0_5_7_0_0_10_0002_01_00,fMOST_0_5_7_0_0_10,"(2, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_01_00.swc,1827133,1930236,509821,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_01_01,raw-analysis,fMOST_0_5_7_0_0_10_0002_01_01,fMOST_0_5_7_0_0_10,"(2, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_01_01.swc,1808429,1710700,497473,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_01_02,raw-analysis,fMOST_0_5_7_0_0_10_0002_01_02,fMOST_0_5_7_0_0_10,"(2, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_01_02.swc,1694698,1756604,470600,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_02_00,raw-analysis,fMOST_0_5_7_0_0_10_0002_02_00,fMOST_0_5_7_0_0_10,"(2, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_02_00.swc,1743822,1786493,512961,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_02_01,raw-analysis,fMOST_0_5_7_0_0_10_0002_02_01,fMOST_0_5_7_0_0_10,"(2, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_02_01.swc,1855140,1830805,498748,True,,[]
raw-analysis__fMOST_0_5_7_0_0_10_0002_02_02,raw-analysis,fMOST_0_5_7_0_0_10_0002_02_02,fMOST_0_5_7_0_0_10,"(2, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_0_5_7_0_0_10_0002_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_0_5_7_0_0_10_0002_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_0_5_7_0_0_10_0002_02_02.swc,1767709,1853315,523670,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_00_00,raw-analysis,fMOST_1_3_9_0_0_7_0000_00_00,fMOST_1_3_9_0_0_7,"(0, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_00_00.swc,2598480,1348629,210278,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_00_01,raw-analysis,fMOST_1_3_9_0_0_7_0000_00_01,fMOST_1_3_9_0_0_7,"(0, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_00_01.swc,2419365,1164280,188815,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_00_02,raw-analysis,fMOST_1_3_9_0_0_7_0000_00_02,fMOST_1_3_9_0_0_7,"(0, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_00_02.swc,2395068,1228493,215214,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_01_00,raw-analysis,fMOST_1_3_9_0_0_7_0000_01_00,fMOST_1_3_9_0_0_7,"(0, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_01_00.swc,2526249,1298924,206729,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_01_01,raw-analysis,fMOST_1_3_9_0_0_7_0000_01_01,fMOST_1_3_9_0_0_7,"(0, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_01_01.swc,2748833,1245285,254337,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_01_02,raw-analysis,fMOST_1_3_9_0_0_7_0000_01_02,fMOST_1_3_9_0_0_7,"(0, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_01_02.swc,2587787,1359660,212105,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_02_00,raw-analysis,fMOST_1_3_9_0_0_7_0000_02_00,fMOST_1_3_9_0_0_7,"(0, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_02_00.swc,2514804,1325098,196731,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_02_01,raw-analysis,fMOST_1_3_9_0_0_7_0000_02_01,fMOST_1_3_9_0_0_7,"(0, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_02_01.swc,2795167,1212143,247832,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0000_02_02,raw-analysis,fMOST_1_3_9_0_0_7_0000_02_02,fMOST_1_3_9_0_0_7,"(0, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0000_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0000_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0000_02_02.swc,2718409,1188570,281802,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_00_00,raw-analysis,fMOST_1_3_9_0_0_7_0001_00_00,fMOST_1_3_9_0_0_7,"(1, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_00_00.swc,2910881,1461817,330788,True,,[]
